19.475494	49.599686
19.475538	49.595787
19.482437	49.595821
19.482491	49.591312
19.489389	49.591347
19.489435	49.586834
19.495193	49.586864
19.496334	49.586868
19.496359	49.584778
19.496382	49.582733
19.496384	49.582359
19.497707	49.582367
19.503283	49.582394
19.510181	49.582424
19.510229	49.577915
19.51409	49.57793
19.517126	49.577946
19.517162	49.574505
19.517174	49.573437
19.524071	49.573471
19.524075	49.573067
19.524117	49.568958
19.531012	49.568993
19.531057	49.56448
19.531103	49.559971
19.531141	49.556076
19.531147	49.555462
19.532015	49.555466
19.53804	49.555492
19.538088	49.550983
19.538132	49.546471
19.538176	49.541962
19.538219	49.537453
19.538261	49.53294
19.545155	49.53297
19.545198	49.528461
19.545242	49.523952
19.545286	49.51944
19.552176	49.51947
19.552217	49.514961
19.552261	49.510452
19.552303	49.505939
19.559193	49.50597
19.559235	49.501461
19.559277	49.496948
19.559319	49.492439
19.566204	49.49247
19.566246	49.487957
19.566286	49.483448
19.566307	49.481213
19.566309	49.480976
19.566328	49.478939
19.568014	49.478947
19.568945	49.478951
19.573212	49.478966
19.573254	49.474457
19.573271	49.472687
19.573294	49.469948
19.575563	49.469955
19.580175	49.469975
19.580214	49.465466
19.587097	49.465492
19.587137	49.460979
19.593094	49.461006
19.594017	49.46101
19.600901	49.461037
19.600933	49.456669
19.600937	49.456524
19.6012	49.456524
19.607817	49.456551
19.607857	49.452042
19.607876	49.449543
19.607891	49.447529
19.613342	49.447552
19.614771	49.447556
19.614775	49.447029
19.614807	49.443157
19.614807	49.443047
19.621689	49.443069
19.625589	49.443085
19.628565	49.443096
19.628546	49.445522
19.628531	49.447605
19.633671	49.447624
19.635408	49.447632
19.642286	49.447655
19.642321	49.443142
19.642353	49.438778
19.642355	49.438633
19.642372	49.436275
19.642389	49.434124
19.642422	49.429787
19.642424	49.429611
19.645445	49.429623
19.6493	49.429634
19.649334	49.425125
19.649366	49.420616
19.643635	49.420593
19.642492	49.420589
19.642527	49.41608
19.642559	49.411572
19.635687	49.411545
19.635719	49.407036
19.635736	49.404907
19.635756	49.402527
19.642632	49.40255
19.649502	49.402573
19.655933	49.402596
19.656374	49.402596
19.663246	49.402618
19.663593	49.402618
19.670118	49.402641
19.670134	49.400539
19.670151	49.398129
19.677021	49.398151
19.683517	49.398174
19.683891	49.398174
19.690765	49.398193
19.697638	49.398212
19.704508	49.398232
19.704536	49.393723
19.711409	49.393742
19.711435	49.389233
19.718306	49.389252
19.718309	49.388699
19.718334	49.384739
19.725203	49.384758
19.72518	49.389267
19.732048	49.389286
19.732035	49.391525
19.732021	49.393799
19.738895	49.393814
19.738871	49.398327
19.745739	49.398342
19.745716	49.402855
19.750866	49.402866
19.752588	49.40287
19.752583	49.403854
19.752565	49.407379
19.759436	49.407398
19.762968	49.407406
19.766314	49.407413
19.773184	49.407429
19.780058	49.407444
19.78693	49.407455
19.786949	49.403145
19.786949	49.402946
19.789213	49.40295
19.793823	49.402962
19.793842	49.398449
19.793863	49.39394
19.793882	49.389427
19.793901	49.384918
19.793917	49.381058
19.793921	49.380783
19.793922	49.380405
19.793943	49.375896
19.795179	49.3759
19.798805	49.375904
19.80081	49.375908
19.800829	49.371399
19.800848	49.366886
19.800867	49.362377
19.800886	49.357868
19.807753	49.35788
19.80777	49.353603
19.80777	49.353367
19.800905	49.353355
19.800924	49.348846
19.800943	49.344334
19.800962	49.339825
19.800964	49.339489
19.800982	49.335312
19.801001	49.330803
19.801003	49.330387
19.801018	49.32629
19.803865	49.326294
19.807878	49.326302
19.807898	49.321793
19.807917	49.31728
19.807936	49.312771
19.806381	49.312767
19.801073	49.312756
19.801094	49.308247
19.801113	49.303734
19.801132	49.299225
